ASV	Kingdom	Phylum	Class	Order	Family	Genus
Seq_87	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_88	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unclassified	Unclassified
Seq_89	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Unclassified
Seq_90	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Roseiarcus
Seq_91	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Unclassified	Unclassified
Seq_92	Bacteria	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Unclassified
Seq_93	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Unclassified
Seq_94	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Paraconexibacter
Seq_95	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia
Seq_96	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Unclassified	Unclassified
Seq_97	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Roseiarcus
Seq_98	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Occallatibacter
Seq_99	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	Unclassified
Seq_100	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unclassified
Seq_101	Bacteria	Pseudomonadota	Gammaproteobacteria	JG36-TzT-191	Unclassified	Unclassified
Seq_102	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Unclassified	Unclassified
Seq_103	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
Seq_104	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
Seq_105	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera
Seq_106	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
Seq_107	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unclassified
Seq_108	Bacteria	Pseudomonadota	Gammaproteobacteria	JG36-TzT-191	Unclassified	Unclassified
Seq_109	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	CWT CU03-E12	Unclassified
Seq_110	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unclassified	Unclassified
Seq_111	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_113	Bacteria	FCPU426	Unclassified	Unclassified	Unclassified	Unclassified
Seq_114	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_115	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_116	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_117	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
Seq_118	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_119	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
Seq_120	Bacteria	Pseudomonadota	Gammaproteobacteria	WD260	Unclassified	Unclassified
Seq_121	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter
Seq_122	Bacteria	RCP2-54	Unclassified	Unclassified	Unclassified	Unclassified
Seq_123	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Galbitalea
Seq_124	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Opitutus
Seq_125	Bacteria	Pseudomonadota	Gammaproteobacteria	JG36-TzT-191	Unclassified	Unclassified
Seq_126	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera
Seq_127	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unclassified
Seq_128	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Unclassified	Unclassified
Seq_129	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium
Seq_130	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia
Seq_131	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia
Seq_132	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Roseiarcus
Seq_133	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
Seq_135	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia
Seq_136	Bacteria	Pseudomonadota	Gammaproteobacteria	WD260	Unclassified	Unclassified
Seq_137	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_138	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
Seq_139	Bacteria	Pseudomonadota	Gammaproteobacteria	WD260	Unclassified	Unclassified
Seq_140	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
Seq_141	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Unclassified
Seq_142	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter
Seq_143	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Unclassified	Unclassified
Seq_144	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_145	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unclassified
Seq_146	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Telmatospirillum
Seq_147	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Roseiarcus
Seq_148	Bacteria	Pseudomonadota	Gammaproteobacteria	WD260	Unclassified	Unclassified
Seq_149	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiaceae	Pajaroellobacter
Seq_150	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia
Seq_151	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_152	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
Seq_153	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Roseiarcus
Seq_154	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methylocapsa
Seq_155	Bacteria	Pseudomonadota	Alphaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_156	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia
Seq_157	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Unclassified	Unclassified
Seq_158	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Unclassified	Unclassified
Seq_159	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
Seq_160	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Methylacidiphilales	Methylacidiphilaceae	Unclassified
Seq_161	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiaceae	Pajaroellobacter
Seq_162	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_163	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
Seq_164	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unclassified	Unclassified
Seq_165	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Unclassified
Seq_166	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Roseiarcus
Seq_167	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium
Seq_168	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiaceae	Pajaroellobacter
Seq_169	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
Seq_170	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Unclassified
Seq_171	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
Seq_172	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_173	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera
Seq_174	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia
Seq_175	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera
Seq_176	Bacteria	Pseudomonadota	Alphaproteobacteria	Elsterales	Elsteraceae	Unclassified
Seq_177	Bacteria	Pseudomonadota	Gammaproteobacteria	WD260	Unclassified	Unclassified
Seq_178	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Unclassified
Seq_179	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium
Seq_180	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_181	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Unclassified	Unclassified
Seq_182	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Unclassified
Seq_183	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Unclassified
Seq_184	Bacteria	SAR324 clade(Marine group B)	Incertae Sedis	Incertae Sedis	Incertae Sedis	Candidatus Nitrosoarchaeum
Seq_185	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Paraconexibacter
Seq_186	Bacteria	Pseudomonadota	Alphaproteobacteria	Elsterales	Elsteraceae	Unclassified
Seq_187	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
Seq_188	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_189	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unclassified	Unclassified
Seq_190	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera
Seq_191	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unclassified	Unclassified
Seq_192	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
Seq_193	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Sporocytophaga
Seq_194	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter
Seq_195	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unclassified
Seq_196	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Methylacidiphilales	Methylacidiphilaceae	Unclassified
Seq_197	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Unclassified	Unclassified
Seq_198	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Unclassified
Seq_199	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_200	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Granulicella
Seq_201	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Unclassified
Seq_202	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Magnetospirillum
Seq_203	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unclassified	Unclassified
Seq_204	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Afipia
Seq_205	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter
Seq_206	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unclassified	Unclassified
Seq_207	Bacteria	FCPU426	Unclassified	Unclassified	Unclassified	Unclassified
Seq_208	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Unclassified
Seq_209	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methylocella
Seq_210	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium
Seq_211	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_212	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
Seq_213	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
Seq_214	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Methylacidiphilales	Methylacidiphilaceae	Unclassified
Seq_215	Bacteria	Pseudomonadota	Gammaproteobacteria	WD260	Unclassified	Unclassified
Seq_216	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Roseiarcus
Seq_217	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Unclassified
Seq_218	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_219	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter
Seq_220	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
Seq_221	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
Seq_222	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia
Seq_223	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Opitutus
Seq_224	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Roseiarcus
Seq_225	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unclassified	Unclassified
Seq_226	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Unclassified
Seq_227	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_228	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Unclassified
Seq_229	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_230	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_231	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Unclassified
Seq_232	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter
Seq_233	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter
Seq_234	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	CWT CU03-E12	Unclassified
Seq_235	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Sutterellaceae	AAP99
Seq_236	Bacteria	Planctomycetota	vadinHA49	Unclassified	Unclassified	Unclassified
Seq_237	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Unclassified
Seq_238	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_239	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Unclassified	Unclassified
Seq_240	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiaceae	Pajaroellobacter
Seq_241	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera
Seq_242	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Unclassified
Seq_243	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_244	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_245	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera
Seq_246	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Unclassified
Seq_247	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_248	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiaceae	Unclassified
Seq_249	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Unclassified
Seq_250	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
Seq_251	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unclassified
Seq_252	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_253	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
Seq_254	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unclassified
Seq_255	Bacteria	Pseudomonadota	Gammaproteobacteria	JG36-TzT-191	Unclassified	Unclassified
Seq_256	Bacteria	Pseudomonadota	Gammaproteobacteria	WD260	Unclassified	Unclassified
Seq_257	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
Seq_258	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_259	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unclassified	Unclassified
Seq_260	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_261	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
Seq_262	Bacteria	Patescibacteria	Parcubacteria	Candidatus Jorgensenbacteria	Unclassified	Unclassified
Seq_263	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unclassified
Seq_264	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
Seq_265	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Methylacidiphilales	Methylacidiphilaceae	Unclassified
Seq_266	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
Seq_267	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Opitutus
Seq_268	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unclassified
Seq_269	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Unclassified	Unclassified
Seq_270	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Unclassified
Seq_271	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unclassified	Unclassified
Seq_272	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
Seq_273	Bacteria	Pseudomonadota	Gammaproteobacteria	WD260	Unclassified	Unclassified
Seq_274	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Puniceicoccaceae	Cerasicoccus
Seq_275	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
Seq_276	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Unclassified
Seq_277	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
Seq_278	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Paraconexibacter
Seq_279	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Unclassified	Unclassified
Seq_280	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Nemorincola
Seq_281	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unclassified
Seq_282	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	Unclassified
Seq_283	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadaceae	Unclassified
Seq_284	Bacteria	Pseudomonadota	Gammaproteobacteria	WD260	Unclassified	Unclassified
Seq_285	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_286	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_287	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter
Seq_288	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Methylacidiphilales	Methylacidiphilaceae	Unclassified
Seq_289	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter
Seq_290	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
Seq_291	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Sutterellaceae	AAP99
Seq_292	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Unclassified
Seq_293	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_294	Bacteria	Candidatus Eremiobacterota	Eremiobacteria	Unclassified	Unclassified	Unclassified
Seq_295	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Roseiarcus
Seq_296	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter
Seq_297	Bacteria	FCPU426	Unclassified	Unclassified	Unclassified	Unclassified
Seq_298	Bacteria	Candidatus Kapabacteria	Kapabacteria	Kapabacteriales	Unclassified	Unclassified
Seq_299	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_300	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	Chromobacterium
Seq_301	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Roseiarcus
Seq_302	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	KD3-93	Unclassified
Seq_303	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_304	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Granulicella
Seq_305	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unclassified
Seq_306	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
Seq_307	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_308	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Roseiarcus
Seq_309	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_310	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadaceae	Unclassified
Seq_311	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
Seq_312	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_313	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Bradyrhizobium
Seq_314	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Opitutus
Seq_315	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Unclassified	Unclassified
Seq_316	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_317	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_318	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unclassified
Seq_319	Bacteria	Pseudomonadota	Gammaproteobacteria	WD260	Unclassified	Unclassified
